frame_id,time_seconds,person_conf,bbox_center_x,bbox_center_y,bbox_width_px,bbox_height_px,pelvis_x,pelvis_y,body_scale_px,shoulder_line_angle_deg,hip_line_angle_deg,torso_lean_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,pelvis_source,shoulder_width_px,hip_width_px,torso_length_px,torso_rotation_proxy_deg,left_shoulder_x,left_shoulder_y,left_shoulder_norm_x,left_shoulder_norm_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_norm_x,right_shoulder_norm_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_norm_x,left_elbow_norm_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_norm_x,right_elbow_norm_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_norm_x,left_wrist_norm_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_norm_x,right_wrist_norm_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_norm_x,left_hip_norm_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_norm_x,right_hip_norm_y,right_hip_conf,is_consecutive,left_wrist_speed_px_per_frame,left_wrist_speed_px_per_second,left_wrist_speed_norm_per_frame,left_wrist_accel_norm_per_frame2,right_wrist_speed_px_per_frame,right_wrist_speed_px_per_second,right_wrist_speed_norm_per_frame,right_wrist_accel_norm_per_frame2
11,0.3333333333333333,0.923407018184662,1247.671875,2033.1800537109375,404.9677734375,1160.468994140625,1244.4258422851562,2025.3781127929688,244.3891618892479,178.35398650169589,-179.66511373428264,-89.16707206978073,69.61868111951877,95.00254596309316,hips,198.66107524333955,145.6739970745885,331.37913145010305,-1.9808997640215011,1348.5325927734375,1691.1807861328125,0.4259875916079301,-1.3674801455050103,0.9945149421691896,1149.9534912109375,1696.88720703125,-0.3865652238581335,-1.344130415695701,0.9943795800209044,1423.89990234375,1819.307373046875,0.7343781478326263,-0.8432073589232273,0.9755997061729432,1128.4561767578125,1846.193115234375,-0.47452867643901,-0.7331953519272539,0.9728263020515442,1362.6634521484375,1830.1973876953125,0.4838087292793454,-0.7986472214594692,0.97578102350235,1278.55615234375,1881.3870849609373,0.13965557962861258,-0.5891874529905922,0.9648086428642272,1317.2615966796875,2025.8038330078125,0.29803185145967687,0.0017419766553996268,0.9965357780456544,1171.590087890625,2024.952392578125,-0.29803185145967687,-0.0017419766553996268,0.9968915581703186,True,11.97374281192185,359.2122843576555,0.05991520982680697,-0.007460923542147488,14.660810433115477,439.82431299346433,0.07837355663953179,0.011320382662262138
12,0.36666666666666664,0.9265575408935548,1242.0260009765625,2035.5181884765625,421.3857421875,1156.135986328125,1237.4541625976562,2022.8446655273438,241.31723956629077,177.33821529932513,179.34435197608587,-89.83950459353281,72.24276371569789,93.88495308076793,hips,193.60048255055025,144.49420166395905,332.52449794718433,-2.0061366767607467,1335.0814208984375,1685.8260498046875,0.4045598170948855,-1.396579110254889,0.9948009252548218,1141.6898193359375,1694.81689453125,-0.3968400410755234,-1.3593217442137335,0.9949209094047546,1409.491455078125,1813.93212890625,0.7129092508668841,-0.8657174141249228,0.977618396282196,1121.363525390625,1845.396240234375,-0.48107063306242037,-0.7353325672541642,0.9771634340286256,1362.3905029296875,1824.28173828125,0.5177265435182916,-0.8228294323396144,0.9768376350402832,1275.517333984375,1876.962890625,0.15773084200336485,-0.6045228064291257,0.9692176580429076,1309.696533203125,2022.0179443359373,0.29936680336351806,-0.0034258687563818824,0.9972890615463256,1165.2117919921875,2023.67138671875,-0.29936680336351806,0.0034258687563809404,0.9976423382759094,True,5.9219430313128,177.65829093938402,0.04165570124004007,-0.0182595085867669,5.367300303077331,161.01900909231995,0.02370418053848049,-0.0546693761010513
13,0.4,0.9301050305366516,1242.2719116210938,2037.9642944335938,435.7650146484375,1155.0474853515625,1225.2245483398438,2024.610595703125,238.6923319498104,176.3120087374186,178.47783318662616,-90.03316744163477,89.78472367754334,95.25179801288431,hips,188.6227925617302,143.17369168782886,332.8628487404651,-2.1658244492075482,1319.14794921875,1685.681396484375,0.39349148802423795,-1.4199417151365226,0.9954553842544556,1130.915771484375,1697.814208984375,-0.3951060182163663,-1.3691113746689825,0.9952208399772644,1389.4949951171875,1806.6324462890625,0.6882099874573463,-0.9132180645832249,0.9815466403961182,1116.6470947265625,1848.7738037109373,-0.45488454834867387,-0.7366671168521691,0.9800415635108948,1369.37451171875,1818.23388671875,0.6039153507839393,-0.864613904009994,0.9809011816978456,1276.79541015625,1878.893310546875,0.21605579615875553,-0.6104816353584824,0.9739667177200316,1296.7861328125,2022.708984375,0.2998068010316453,-0.00796678851218752,0.9976957440376282,1153.6629638671875,2026.51220703125,-0.2998068010316453,0.00796678851218752,0.9979299306869508,True,9.238662635237631,277.15987905712893,0.0957833627027561,0.05412766146271603,2.3151673321569084,69.45501996470725,0.05862855890637057,0.034924378367890085
14,0.43333333333333335,0.9288976192474364,1245.2990112304688,2040.2052612304688,438.3458251953125,1155.4757080078125,1210.7867431640625,2031.38818359375,231.37504914525454,178.02688744833344,178.1171547219718,-90.27301372691932,79.71580474627432,98.32725647430024,hips,173.88117128855595,136.56030144329307,334.8308275461865,-0.09026727363834652,1296.080322265625,1693.5677490234375,0.36863775682232786,-1.4600555929357482,0.9947794675827026,1122.30224609375,1699.5545654296875,-0.3824288634284113,-1.4341806490800193,0.9951752424240112,1331.646728515625,1829.466064453125,0.5223553092610604,-0.8727048136199883,0.9791049361228944,1114.4239501953125,1854.421630859375,-0.41647875743185503,-0.7648471751302686,0.9821226596832277,1350.494384765625,1820.6971435546875,0.6038146382579725,-0.9106039774703327,0.9760368466377258,1273.6943359375,1886.072021484375,0.2718858105306975,-0.6280545920841587,0.974694848060608,1279.030029296875,2029.144775390625,0.2949466089144736,-0.009695981530474424,0.9979320764541626,1142.54345703125,2033.631591796875,-0.2949466089144736,0.009695981530474424,0.9982650876045228,True,19.040137289576194,571.2041186872858,0.045990183734143035,-0.049793178968613065,7.819881842737654,234.59645528212963,0.05853032814578897,-9.82307605816024e-05
15,0.4666666666666667,0.9251999258995056,1251.4720458984375,2046.958740234375,440.503173828125,1144.96142578125,1196.2320556640625,2034.8483276367188,229.01389195410832,175.59099005316622,176.1691977599241,-90.84773720425748,122.86601332984891,104.31240639105934,hips,171.78742746290413,134.3096100879378,332.5335291150002,-0.5782077067578655,1276.95166015625,1695.748046875,0.3524659740220596,-1.4806974278646399,0.9950140118598938,1105.672607421875,1708.954345703125,-0.39543211754304647,-1.423031498887845,0.994936466217041,1335.2607421875,1813.3330078125,0.6070753408762523,-0.967257129836507,0.9796802401542664,1116.8631591796875,1860.23583984375,-0.3465680435677657,-0.7624536935425692,0.9809205532073976,1349.498779296875,1814.95263671875,0.669246403897303,-0.9601849435493339,0.9769967198371888,1278.488037109375,1888.9727783203125,0.35917463671503225,-0.6369724913702527,0.9742341637611388,1263.23681640625,2030.3616943359373,0.29257945957101356,-0.01959109669067825,0.998031198978424,1129.227294921875,2039.3349609375,-0.29257945957101356,0.019591096690677254,0.9982725381851196,True,5.830144855622163,174.9043456686649,0.08209499468303376,0.036104810948890724,5.603031424726608,168.09094274179824,0.08774319406265035,0.029212865916861383
16,0.5,0.9260298609733582,1255.5493774414062,2050.782958984375,444.5570068359375,1137.84375,1188.6097412109375,2042.0228271484375,226.4389411701016,175.16690717456402,174.10429136711937,-92.59232606982393,123.85612417053946,110.10413985854474,hips,168.4169448402032,136.54500689976348,337.5629789155539,1.0626158074446437,1257.2510986328125,1697.71044921875,0.30313406813853366,-1.5205528525724692,0.9977140426635742,1089.4329833984375,1711.900146484375,-0.43798455027219957,-1.45788828970046,0.9943591952323914,1312.89306640625,1822.4805908203125,0.548860211733416,-0.9695427614776039,0.9931857585906982,1120.238037109375,1867.102783203125,-0.30194322473095064,-0.7724821668986345,0.983491599559784,1345.8465576171875,1828.185302734375,0.6943894702640092,-0.9443496039553865,0.9924938678741456,1276.110595703125,1891.449951171875,0.38642140808482495,-0.6649601662968903,0.9848225116729736,1256.5211181640625,2035.010009765625,0.29991032727056327,-0.030970014903684128,0.9990276098251344,1120.6983642578125,2049.03564453125,-0.29991032727056327,0.030970014903684128,0.9987614154815674,True,13.727424123944601,411.822723718338,0.02971416777189343,-0.05238082691114033,3.433454962085605,103.00364886256816,0.039060165103041895,-0.04868302895960846
17,0.5333333333333333,0.928914189338684,1254.6988525390625,2053.9396362304688,449.802978515625,1139.7403564453125,1176.2649536132812,2044.99853515625,228.21439771640473,173.19798521818637,171.231836812917,-93.01759891296524,110.87026321142342,113.41289072728752,hips,171.49370632148137,135.97793591476122,333.0756081101199,1.9661484052693652,1243.874267578125,1702.22900390625,0.2962534995222337,-1.5019627800869493,0.9979390501976012,1073.587646484375,1722.54052734375,-0.44991599196340054,-1.4129608431331708,0.9948720335960388,1294.3084716796875,1836.0224609375,0.5172483386131291,-0.9157006582837879,0.9938809871673584,1125.631103515625,1878.3621826171875,-0.22186965679780393,-0.7301745823510073,0.986048460006714,1346.138427734375,1836.2178955078125,0.7443591457020625,-0.9148442943897125,0.9929888844490052,1279.78466796875,1891.69677734375,0.45360728942312234,-0.6717444619905338,0.9862124919891356,1243.4593505859375,2034.634521484375,0.2944353977883408,-0.04541349614915205,0.9993470311164856,1109.070556640625,2055.362548828125,-0.2944353977883408,0.04541349614915205,0.9991794228553772,True,8.037893681132353,241.1368104339706,0.058030438185064925,0.028316270413171495,3.6823538901302366,110.4706167039071,0.06752754489289958,0.028467379789857687
18,0.5666666666666667,0.9294834136962892,1241.7586975097656,2042.7523803710938,437.99530029296875,1106.4219970703125,1169.1591796875,2040.8572998046875,219.71806069071852,170.55514789421474,166.6660335761202,-94.79895987384357,107.6716059351383,117.87638387269112,hips,162.8306221138589,131.16756472796166,323.5018730891025,3.889114318094528,1222.40673828125,1705.12939453125,0.242344932530161,-1.527994122185603,0.99820876121521,1061.783447265625,1731.849609375,-0.48869779791575796,-1.40638275004919,0.9951146841049194,1273.4927978515625,1837.234375,0.47485226219489307,-0.9267464138567698,0.9943150877952576,1135.798828125,1878.561279296875,-0.15183254147440794,-0.7386558027938589,0.987023949623108,1345.82470703125,1832.8480224609373,0.804055555507699,-0.9467099640777829,0.9944730401039124,1289.0419921875,1881.518798828125,0.5456211115423529,-0.7251952819702517,0.9900107979774476,1232.9749755859375,2025.73193359375,0.2904440158347586,-0.06883988582180507,0.9993359446525574,1105.3433837890625,2055.982666015625,-0.2904440158347586,0.06883988582180507,0.9991519451141356,True,3.384444567669173,101.53333703007519,0.06766891641183344,0.009638478226768513,13.758244741084503,412.7473422325351,0.106412093379905,0.03888454848700541
19,0.6,0.9358198046684264,1225.9016418457031,2038.531494140625,423.51873779296875,1094.63232421875,1156.9833374023438,2034.036376953125,208.47109125015015,169.76191342921476,160.9071224998554,-95.4871532627223,104.76637453718753,125.95438580919811,hips,143.28410144561278,120.38035224745221,309.6311754911618,8.854790929359353,1197.876953125,1713.0904541015625,0.1961596472557765,-1.5395224389479054,0.9957774877548218,1056.874267578125,1738.5576171875,-0.4802060046977696,-1.4173608340308057,0.9895193576812744,1261.38671875,1836.2860107421875,0.5008050791194822,-0.9485745242905235,0.9834794998168944,1146.253173828125,1862.698974609375,-0.05147075073993513,-0.8218760755569585,0.9732925295829772,1346.524169921875,1817.4027099609373,0.9091948019406491,-1.0391544731362445,0.985750675201416,1301.819091796875,1863.2457275390625,0.694752224521811,-0.819253395710037,0.9828373193740844,1213.8624267578125,2014.34814453125,0.2728392172477189,-0.09444106760227274,0.9981651902198792,1100.104248046875,2053.724609375,-0.2728392172477189,0.09444106760227274,0.9978247880935668,True,15.461142472599422,463.83427417798265,0.14000088712414863,0.07233197071231519,22.297071753103612,668.9121525931083,0.17631510887833252,0.06990301549842752
20,0.6333333333333333,0.9366589784622192,1227.7039489746094,2039.9215087890625,448.63018798828125,1092.342041015625,1157.2232666015625,2020.2462158203125,212.4825387473246,169.87028825568646,160.9640003971576,-97.85326741079979,108.51786754473966,123.79924709171533,hips,151.879567240743,127.10183553955343,309.76335082899993,8.906287858528856,1189.654296875,1700.031982421875,0.15262915468081417,-1.5070143423842604,0.995161473751068,1040.1422119140625,1726.744140625,-0.5510149463468521,-1.381299738442663,0.9910140633583068,1247.939697265625,1825.467529296875,0.42693593176585065,-0.9166809078606699,0.981005311012268,1142.4456787109375,1854.670654296875,-0.06954730481735204,-0.7792431439287962,0.9851057529449464,1357.0357666015625,1813.2213134765625,0.9403713885290532,-0.9743148945991058,0.9844090342521667,1309.989501953125,1840.45361328125,0.7189590083598622,-0.8461523643261076,0.9917213320732116,1217.298828125,1999.518310546875,0.2827317570545261,-0.09755109947216069,0.9986543655395508,1097.147705078125,2040.97412109375,-0.2827317570545261,0.09755109947216069,0.9987030029296876,True,11.31272475206389,339.38174256191667,0.0719454689065131,-0.06805541821763553,24.212312455908314,726.3693736772494,0.036187330606035184,-0.14012777827229733
21,0.6666666666666666,0.937801480293274,1227.123779296875,2033.9852905273438,468.5244140625,1107.6885986328125,1152.47998046875,2007.8073120117188,213.37153157035027,171.97401117743195,158.09051493844532,-98.8996465939161,102.73870397245021,129.46717710397292,hips,149.82091348249742,128.90942533367956,308.9386057588461,13.883496238986623,1178.862548828125,1692.12890625,0.12364614981767828,-1.4794776202730546,0.9936424493789672,1030.5091552734375,1713.0472412109375,-0.5716358892755933,-1.3814404791090724,0.9878817796707152,1245.2420654296875,1829.84716796875,0.4347444304225426,-0.834038837014646,0.9685251116752625,1149.241943359375,1831.92333984375,-0.015175581698008263,-0.8243085236044173,0.9817661046981812,1366.3641357421875,1801.894775390625,1.0024024934315954,-0.9650422205138588,0.9786942005157472,1319.76513671875,1815.509033203125,0.784008789826982,-0.9012368116465035,0.992820680141449,1212.2794189453125,1983.756591796875,0.28025968617489233,-0.11271756844897576,0.998420476913452,1092.6805419921875,2031.8580322265625,-0.28025968617489233,0.11271756844897576,0.9985675811767578,True,14.673409141571618,440.2022742471485,0.06272033529981645,-0.009225133606696648,26.791698534152083,803.7509560245625,0.08523948853385684,0.04905215792782165
